ID_DATA;ID_PRODUTO;ID_AGENCIA;ID_CLIENTE;SALDO_DEVEDOR_FINAL;VALOR_VENCIDO_TOTAL;DIAS_EM_ATRASO
2025-02-16 00:00:00;PRC003;AG001SP;CL004546;32164,62;6300,21;4
2025-02-16 00:00:00;PRC008;AG004SUL;CL000974;11616,65;13986,79;18
2025-02-18 00:00:00;PRC003;AG002RJ;CL004728;45792,04;6611,22;127
2025-02-23 00:00:00;PRC008;AG001SP;CL001589;25128,63;2610,09;39
2025-02-10 00:00:00;PRC001;AG002RJ;CL001229;33498,5;14288,28;41
2025-02-15 00:00:00;PRC002;AG004SUL;CL004046;27638,67;5072,26;19
2025-02-04 00:00:00;PRC001;AG005NE;CL004946;39491,53;12841,73;72
2025-02-16 00:00:00;PRC005;AG003MG;CL001810;2855,6;11761,87;1
2025-02-25 00:00:00;PRC003;AG001SP;CL003798;3833,58;12539,37;61
2025-02-02 00:00:00;PRC006;AG004SUL;CL000889;5810,13;6548,42;166
2025-02-28 00:00:00;PRC004;AG003MG;CL002225;17749,46;16630,82;157
2025-02-24 00:00:00;PRC002;AG003MG;CL003900;49337,78;7207,51;169
2025-02-22 00:00:00;PRC002;AG002RJ;CL000929;23976,96;6655,62;22
2025-02-20 00:00:00;PRC005;AG001SP;CL004629;22143,15;378,91;151
2025-02-01 00:00:00;PRC006;AG003MG;CL001125;35787,8;2658,56;108
2025-02-03 00:00:00;PRC008;AG001SP;CL002588;14167,76;12769,78;75
2025-02-08 00:00:00;PRC004;AG001SP;CL001520;27407,15;18,59;108
2025-02-19 00:00:00;PRC008;AG002RJ;CL004073;2343,58;8325,26;122
2025-02-23 00:00:00;PRC005;AG004SUL;CL002789;28171,5;18234,52;95
2025-02-26 00:00:00;PRC005;AG003MG;CL002079;47026,92;10244,29;123
2025-02-16 00:00:00;PRC002;AG005NE;CL003238;23596,28;12407,43;111
2025-02-07 00:00:00;PRC005;AG001SP;CL001197;6249,31;3037,72;81
2025-02-19 00:00:00;PRC003;AG001SP;CL001773;34956,68;6571,16;171
2025-02-21 00:00:00;PRC007;AG004SUL;CL003221;25556,4;14522,23;145
2025-02-20 00:00:00;PRC003;AG003MG;CL000356;20198,51;6265,33;34
2025-02-03 00:00:00;PRC004;AG005NE;CL004654;45169,22;2863,23;22
2025-02-22 00:00:00;PRC002;AG003MG;CL003749;28873,04;12831,37;147
2025-02-12 00:00:00;PRC005;AG001SP;CL001816;18621,36;15759,4;165
2025-02-20 00:00:00;PRC006;AG001SP;CL002278;30054,04;13387,14;145
2025-02-15 00:00:00;PRC006;AG001SP;CL002223;39312,05;5788,82;125
2025-02-03 00:00:00;PRC004;AG004SUL;CL002793;29538,4;15664,31;161
2025-02-14 00:00:00;PRC008;AG002RJ;CL003463;38648,56;19731,26;14
2025-02-16 00:00:00;PRC004;AG001SP;CL004761;38045,17;12936,74;177
2025-02-25 00:00:00;PRC008;AG005NE;CL004026;35233,76;12767,01;159
2025-02-17 00:00:00;PRC001;AG001SP;CL003710;23836,82;4354,25;50
2025-02-05 00:00:00;PRC006;AG004SUL;CL003719;32365,36;13532,89;175
2025-02-16 00:00:00;PRC002;AG001SP;CL004321;6257,7;9544;65
2025-02-25 00:00:00;PRC008;AG002RJ;CL003576;13995,69;19624,83;137
2025-02-25 00:00:00;PRC004;AG005NE;CL000489;16866,75;2839,89;20
2025-02-07 00:00:00;PRC007;AG002RJ;CL000631;10072,08;17249,93;175
2025-02-08 00:00:00;PRC002;AG004SUL;CL004530;27867,16;2645,76;39
2025-02-13 00:00:00;PRC006;AG004SUL;CL000233;18357,7;18230,29;140
2025-02-03 00:00:00;PRC005;AG004SUL;CL001073;29904,89;7935,1;91
2025-02-11 00:00:00;PRC007;AG005NE;CL002607;30021,42;9359,61;66
2025-02-28 00:00:00;PRC003;AG003MG;CL001777;22835,4;13470,93;38
2025-02-02 00:00:00;PRC006;AG001SP;CL001697;17409,61;921,26;56
2025-02-24 00:00:00;PRC003;AG001SP;CL003295;22695,4;2108,11;2
2025-02-09 00:00:00;PRC003;AG003MG;CL003500;35535,62;16444,56;125
2025-02-05 00:00:00;PRC001;AG004SUL;CL000493;13720,2;15056,97;70
2025-02-13 00:00:00;PRC004;AG001SP;CL002494;23173,32;4652,73;177
2025-02-16 00:00:00;PRC005;AG003MG;CL003643;5442,15;17549,04;150
2025-02-07 00:00:00;PRC002;AG001SP;CL002896;43170,46;753,95;83
2025-02-06 00:00:00;PRC004;AG005NE;CL000930;41142,48;16161,36;88
2025-02-07 00:00:00;PRC001;AG003MG;CL002218;4228,43;1228,5;43
2025-02-18 00:00:00;PRC001;AG002RJ;CL003639;5026,99;8772,95;15
2025-02-04 00:00:00;PRC008;AG004SUL;CL001677;35015,29;19875,68;140
2025-02-09 00:00:00;PRC003;AG002RJ;CL004106;43186,94;13480,35;58
2025-02-04 00:00:00;PRC007;AG002RJ;CL000980;7301,03;9530,53;127
2025-02-11 00:00:00;PRC006;AG005NE;CL002766;34469,25;10049,31;153
2025-02-09 00:00:00;PRC003;AG005NE;CL000116;3914,35;19615,88;146
2025-02-08 00:00:00;PRC003;AG003MG;CL002004;39717,08;10074,17;63
2025-02-01 00:00:00;PRC001;AG005NE;CL001106;27909,8;15090,74;178
2025-02-22 00:00:00;PRC006;AG005NE;CL001065;7065,98;13094,51;115
2025-02-08 00:00:00;PRC004;AG001SP;CL001217;39097,13;2364,45;101
2025-02-11 00:00:00;PRC008;AG005NE;CL002781;33992,04;3719,23;101
2025-02-02 00:00:00;PRC001;AG002RJ;CL002872;30123,94;5218,37;90
2025-02-07 00:00:00;PRC002;AG003MG;CL000661;46861,74;19392,32;163
2025-02-02 00:00:00;PRC001;AG001SP;CL002330;12563,63;13991,93;81
2025-02-07 00:00:00;PRC007;AG001SP;CL002180;38701,25;9563,18;42
2025-02-16 00:00:00;PRC006;AG002RJ;CL000874;34697,42;12571,33;50
2025-02-16 00:00:00;PRC002;AG004SUL;CL004317;2434,61;16518,82;1
2025-02-05 00:00:00;PRC001;AG005NE;CL002972;37526,42;18526,17;163
2025-02-12 00:00:00;PRC003;AG002RJ;CL003577;26935,37;16496,14;48
2025-02-07 00:00:00;PRC001;AG005NE;CL004136;7898,56;11287,91;71
2025-02-16 00:00:00;PRC008;AG004SUL;CL004074;35534,73;10521,65;122
2025-02-15 00:00:00;PRC002;AG001SP;CL003907;15952,97;14253,31;0
2025-02-06 00:00:00;PRC007;AG002RJ;CL003833;2248,31;14505,74;154
2025-02-20 00:00:00;PRC002;AG004SUL;CL004308;11933,51;16978,48;96
2025-02-09 00:00:00;PRC003;AG001SP;CL000342;38429,6;4911,01;63
2025-02-10 00:00:00;PRC007;AG004SUL;CL001988;25073,82;16246,52;20
2025-02-15 00:00:00;PRC006;AG002RJ;CL004083;13791,79;11631,28;7
2025-02-26 00:00:00;PRC007;AG002RJ;CL003415;41441,56;1619,07;8
2025-02-24 00:00:00;PRC001;AG003MG;CL003614;16284,86;6029,26;153
2025-02-22 00:00:00;PRC003;AG001SP;CL000206;41039,3;2298,13;35
2025-02-26 00:00:00;PRC006;AG001SP;CL003451;6706,99;10040,16;108
2025-02-04 00:00:00;PRC005;AG004SUL;CL003623;31005,24;11579,31;36
2025-02-07 00:00:00;PRC007;AG001SP;CL002709;23036,58;17452,52;92
