ID_DATA;ID_PRODUTO;ID_AGENCIA;ID_CLIENTE;SALDO_DEVEDOR_FINAL;VALOR_VENCIDO_TOTAL;DIAS_EM_ATRASO
2025-01-08 00:00:00;PRC004;AG004SUL;CL000420;31647,61;1850,01;179
2025-01-27 00:00:00;PRC003;AG002RJ;CL000594;18738,66;15606,96;176
2025-01-27 00:00:00;PRC002;AG002RJ;CL001775;13647,79;13474,03;138
2025-01-21 00:00:00;PRC005;AG001SP;CL002460;11666;15349,98;163
2025-01-30 00:00:00;PRC005;AG005NE;CL000936;15998,59;6150,6;160
2025-01-28 00:00:00;PRC008;AG002RJ;CL000332;3974,27;15930,17;12
2025-01-04 00:00:00;PRC003;AG005NE;CL004201;44230,39;5645,25;146
2025-01-17 00:00:00;PRC003;AG005NE;CL001843;20784,35;15430,24;22
2025-01-06 00:00:00;PRC007;AG004SUL;CL000910;23013,54;19509,46;139
2025-01-24 00:00:00;PRC006;AG005NE;CL000771;24519,88;5913,3;135
2025-01-18 00:00:00;PRC003;AG001SP;CL003422;17326,97;19540,63;82
2025-01-25 00:00:00;PRC003;AG002RJ;CL004009;20768,63;10895,44;28
2025-01-24 00:00:00;PRC003;AG001SP;CL001857;29148,98;19931,31;75
2025-01-17 00:00:00;PRC005;AG004SUL;CL001432;16850,12;18482,15;126
2025-01-26 00:00:00;PRC001;AG003MG;CL003501;37717,87;12562,39;150
2025-01-13 00:00:00;PRC008;AG002RJ;CL002022;37704,37;7400,49;14
2025-01-20 00:00:00;PRC003;AG002RJ;CL001824;1204,86;6912,5;76
2025-01-08 00:00:00;PRC005;AG005NE;CL002243;34861,7;9334,56;109
2025-01-15 00:00:00;PRC001;AG001SP;CL003220;44090,02;2707,11;84
2025-01-08 00:00:00;PRC006;AG004SUL;CL002012;37656,65;5249,41;122
2025-01-05 00:00:00;PRC008;AG002RJ;CL004222;6456,58;5947,23;79
2025-01-06 00:00:00;PRC005;AG004SUL;CL002929;26625,71;13512,43;52
2025-01-13 00:00:00;PRC002;AG004SUL;CL001055;14116,01;5085,22;11
2025-01-19 00:00:00;PRC002;AG003MG;CL001179;49087,2;11167,05;105
2025-01-23 00:00:00;PRC001;AG002RJ;CL000911;2237,59;9398,31;41
2025-01-01 00:00:00;PRC006;AG002RJ;CL003159;18537,15;6139,45;100
2025-01-16 00:00:00;PRC003;AG002RJ;CL001302;4859,04;9390,37;82
2025-01-22 00:00:00;PRC005;AG004SUL;CL003141;2528,02;19912,76;9
2025-01-29 00:00:00;PRC007;AG005NE;CL000365;17575,13;12358,63;79
2025-01-23 00:00:00;PRC003;AG002RJ;CL000383;8018,08;2541,92;170
2025-01-10 00:00:00;PRC004;AG001SP;CL001557;12985,73;3785,67;162
2025-01-01 00:00:00;PRC008;AG001SP;CL001628;15414,54;3988,23;172
2025-01-04 00:00:00;PRC007;AG005NE;CL001135;35667,61;10070,94;27
2025-01-16 00:00:00;PRC007;AG002RJ;CL002187;19371,98;1362,18;169
2025-01-24 00:00:00;PRC004;AG001SP;CL003171;29466,4;4363,49;79
2025-01-02 00:00:00;PRC007;AG002RJ;CL002152;30028,59;9322,33;115
2025-01-12 00:00:00;PRC002;AG002RJ;CL000657;22248,57;9566,71;90
2025-01-29 00:00:00;PRC006;AG005NE;CL003163;31874,41;16744,74;89
2025-01-12 00:00:00;PRC007;AG002RJ;CL000267;11329,59;7476,16;37
2025-01-08 00:00:00;PRC005;AG002RJ;CL003830;3250,7;7702,05;129
2025-01-21 00:00:00;PRC005;AG002RJ;CL002668;23253,11;10408,99;176
2025-01-12 00:00:00;PRC004;AG001SP;CL004800;25758,63;9023,86;113
2025-01-13 00:00:00;PRC001;AG004SUL;CL003826;21877,34;11784,29;48
2025-01-23 00:00:00;PRC002;AG003MG;CL003537;33371,92;9085,57;75
2025-01-30 00:00:00;PRC007;AG001SP;CL004700;40654,41;19680,63;94
2025-01-17 00:00:00;PRC007;AG005NE;CL001971;35371,21;15929,69;43
2025-01-19 00:00:00;PRC005;AG004SUL;CL002559;385,36;939,46;164
2025-01-09 00:00:00;PRC004;AG005NE;CL003936;48061,85;3397,45;146
2025-01-28 00:00:00;PRC002;AG004SUL;CL004936;44596,37;1108,32;157
2025-01-25 00:00:00;PRC007;AG005NE;CL004779;15516,9;10997,28;6
2025-01-09 00:00:00;PRC008;AG004SUL;CL004115;43433,7;16875,1;178
2025-01-07 00:00:00;PRC008;AG001SP;CL004209;30964,5;19232,32;91
2025-01-27 00:00:00;PRC005;AG001SP;CL000542;22208,66;12614,35;84
2025-01-05 00:00:00;PRC001;AG004SUL;CL004675;43066,16;12245,52;48
2025-01-29 00:00:00;PRC007;AG004SUL;CL001089;23112,23;333,52;8
2025-01-19 00:00:00;PRC006;AG005NE;CL003748;48714,96;9192,89;160
2025-01-19 00:00:00;PRC001;AG003MG;CL003607;40531,9;1183,54;42
2025-01-01 00:00:00;PRC006;AG002RJ;CL000188;8654,57;7087,54;70
2025-01-20 00:00:00;PRC006;AG005NE;CL002952;35161,75;9460,55;56
2025-01-14 00:00:00;PRC008;AG004SUL;CL003966;30854,09;14894,73;96
2025-01-01 00:00:00;PRC006;AG002RJ;CL003702;34564,92;3915,11;169
2025-01-03 00:00:00;PRC007;AG004SUL;CL002369;34204,34;6346,11;152
2025-01-12 00:00:00;PRC001;AG002RJ;CL002829;40023,66;1218,57;54
2025-01-16 00:00:00;PRC006;AG002RJ;CL003859;6348,51;3655,02;171
2025-01-08 00:00:00;PRC001;AG001SP;CL001590;30191,67;4851,57;114
2025-01-28 00:00:00;PRC001;AG005NE;CL000053;21826,14;1218,04;134
2025-01-10 00:00:00;PRC003;AG001SP;CL003168;47124,93;6321,55;62
2025-01-30 00:00:00;PRC002;AG004SUL;CL002342;21978,99;16167,9;99
2025-01-05 00:00:00;PRC004;AG003MG;CL000818;49266,66;5914,95;16
2025-01-11 00:00:00;PRC008;AG001SP;CL004233;31565,99;7694,65;35
2025-01-26 00:00:00;PRC002;AG001SP;CL000819;1123,99;11880,99;172
2025-01-27 00:00:00;PRC008;AG001SP;CL000198;15193,7;3546,53;28
2025-01-06 00:00:00;PRC008;AG004SUL;CL002011;13641,16;12096,79;56
2025-01-03 00:00:00;PRC005;AG003MG;CL003989;30899,22;5870,7;87
2025-01-23 00:00:00;PRC003;AG003MG;CL000235;7883,45;5319,95;98
2025-01-01 00:00:00;PRC003;AG001SP;CL001630;43782,74;16321,58;155
2025-01-04 00:00:00;PRC005;AG002RJ;CL001317;49213,3;14718,36;162
2025-01-03 00:00:00;PRC003;AG002RJ;CL004969;33243,67;492,36;9
2025-01-12 00:00:00;PRC001;AG005NE;CL002258;6405,19;7131,43;58
2025-01-30 00:00:00;PRC001;AG002RJ;CL001752;45174,57;19304,19;161
2025-01-30 00:00:00;PRC002;AG005NE;CL004918;25693,56;2944,54;136
2025-01-29 00:00:00;PRC007;AG003MG;CL000235;37105,97;136,29;141
2025-01-17 00:00:00;PRC006;AG002RJ;CL001674;42727,61;15901,16;155
2025-01-06 00:00:00;PRC007;AG004SUL;CL003597;30232,16;13154,32;47
2025-01-08 00:00:00;PRC002;AG004SUL;CL002065;16948,7;18524,1;105
2025-01-25 00:00:00;PRC005;AG004SUL;CL004637;26051,7;18236,37;41
2025-01-21 00:00:00;PRC002;AG003MG;CL003924;18888,86;4871,42;107
2025-01-05 00:00:00;PRC001;AG005NE;CL004215;11679,58;6120,94;121
2025-01-22 00:00:00;PRC007;AG005NE;CL003759;10055,32;102,79;61
2025-01-01 00:00:00;PRC007;AG001SP;CL003676;47430,3;13653,05;161
2025-01-12 00:00:00;PRC005;AG005NE;CL003867;30536,08;18871,48;57
2025-01-26 00:00:00;PRC002;AG003MG;CL001525;30801,16;1639,31;69
2025-01-26 00:00:00;PRC001;AG004SUL;CL000973;2368,08;16411,04;92
2025-01-01 00:00:00;PRC002;AG002RJ;CL004403;11414,39;12720,95;144
2025-01-08 00:00:00;PRC008;AG002RJ;CL004553;33534,62;8035,86;6
2025-01-14 00:00:00;PRC007;AG005NE;CL003117;42663,8;18649,78;87
2025-01-28 00:00:00;PRC005;AG001SP;CL003286;46426,34;18677,32;16
2025-01-14 00:00:00;PRC003;AG003MG;CL003997;10853,49;18443,84;136
2025-01-07 00:00:00;PRC004;AG004SUL;CL002658;38691,71;2784,94;3
2025-01-03 00:00:00;PRC007;AG005NE;CL003277;45756,8;12240,17;151
2025-01-18 00:00:00;PRC006;AG003MG;CL000393;30577,46;6995,92;167
2025-01-15 00:00:00;PRC008;AG005NE;CL001848;28466,4;13903,75;34
2025-01-28 00:00:00;PRC003;AG002RJ;CL000980;10617,99;17269,69;107
2025-01-17 00:00:00;PRC007;AG004SUL;CL003403;42839,02;19551,8;67
2025-01-25 00:00:00;PRC002;AG001SP;CL001553;15970,67;4430,35;154
2025-01-13 00:00:00;PRC004;AG005NE;CL002410;21612,51;5112,78;16
2025-01-25 00:00:00;PRC001;AG003MG;CL003513;4468,68;10551,27;163
2025-01-08 00:00:00;PRC004;AG003MG;CL000216;9696,26;9025,33;21
2025-01-06 00:00:00;PRC004;AG002RJ;CL004782;17585,62;16352,47;68
2025-01-26 00:00:00;PRC006;AG005NE;CL003314;45655,26;17901,13;83
2025-01-21 00:00:00;PRC008;AG002RJ;CL002470;39744,59;13215,97;12
2025-01-04 00:00:00;PRC005;AG003MG;CL002784;15726,84;16913,07;56
2025-01-31 00:00:00;PRC003;AG004SUL;CL002568;12075,47;5627,86;10
2025-01-06 00:00:00;PRC004;AG001SP;CL000620;22494,06;17523,85;137
2025-01-04 00:00:00;PRC002;AG001SP;CL002381;350,82;14111,25;161
2025-01-26 00:00:00;PRC007;AG005NE;CL002744;39231,89;2160,58;19
2025-01-19 00:00:00;PRC006;AG003MG;CL001284;17902,76;9044,05;44
2025-01-20 00:00:00;PRC001;AG002RJ;CL000620;37897,48;14781,83;138
2025-01-01 00:00:00;PRC008;AG005NE;CL003426;22058,9;15463,67;90
2025-01-03 00:00:00;PRC004;AG004SUL;CL002526;47499,99;17730,05;164
2025-01-10 00:00:00;PRC008;AG003MG;CL002020;36720,77;17258,45;51
2025-01-05 00:00:00;PRC004;AG001SP;CL004591;31648,68;5341,5;32
2025-01-13 00:00:00;PRC006;AG004SUL;CL002802;2357,93;19080,85;17
2025-01-17 00:00:00;PRC006;AG005NE;CL003584;35014,53;2740,42;78
2025-01-09 00:00:00;PRC004;AG004SUL;CL004010;20601,77;10751,69;169
2025-01-01 00:00:00;PRC008;AG002RJ;CL001197;30885,51;6292,58;168
2025-01-11 00:00:00;PRC006;AG003MG;CL000601;21235,04;15217,72;90
2025-01-14 00:00:00;PRC002;AG003MG;CL004423;1685,75;17293,05;57
2025-01-30 00:00:00;PRC007;AG005NE;CL003907;12079,53;3437,53;153
2025-01-05 00:00:00;PRC006;AG002RJ;CL002452;5873,5;14757,61;6
2025-01-14 00:00:00;PRC001;AG001SP;CL003163;2684,12;19050,34;124
2025-01-23 00:00:00;PRC006;AG005NE;CL000154;17980,9;14018,71;125
2025-01-15 00:00:00;PRC002;AG002RJ;CL004805;3920,76;19016,37;45
2025-01-10 00:00:00;PRC006;AG002RJ;CL001133;16672,28;14119,12;34
2025-01-05 00:00:00;PRC001;AG001SP;CL000700;46412,28;10073,77;158
2025-01-15 00:00:00;PRC002;AG003MG;CL001423;11650,86;9005,65;125
2025-01-05 00:00:00;PRC002;AG004SUL;CL003181;47015,14;14914,35;8
2025-01-26 00:00:00;PRC008;AG004SUL;CL003566;26629,89;12383,36;84
2025-01-27 00:00:00;PRC005;AG004SUL;CL004571;13977,17;13776,21;69
2025-01-11 00:00:00;PRC006;AG004SUL;CL002469;27860,77;8519,95;132
2025-01-23 00:00:00;PRC007;AG002RJ;CL002584;25961,98;11730,24;14
2025-01-31 00:00:00;PRC006;AG003MG;CL002728;32936,94;4141,14;173
2025-01-29 00:00:00;PRC007;AG004SUL;CL000384;5469,95;7945,43;116
2025-01-11 00:00:00;PRC001;AG005NE;CL004060;21745,15;6856,78;114
2025-01-01 00:00:00;PRC002;AG001SP;CL003110;27418,83;11408,19;19
2025-01-01 00:00:00;PRC004;AG003MG;CL001850;35671,02;17532,28;14
2025-01-25 00:00:00;PRC005;AG005NE;CL002552;39031,44;6280,88;70
2025-01-17 00:00:00;PRC002;AG005NE;CL004087;3378,04;5235,02;175
